id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
3805,M,1.4375,1.0625,0.3625,26.01066625,13.56523575,5.2446575,4.9611625,8.0
3806,F,1.4375,1.1125,0.425,28.6613445,13.67863375,7.07320025,6.80388,11.0
3807,M,1.175,0.9375,0.3,16.42853525,7.257472,4.06815325,4.1106775,8.0
3808,F,1.425,1.1625,0.375,30.0221205,13.08329425,6.08096775,8.221355,11.0
3809,F,1.6125,1.2875,0.45,36.95357325,17.179797,8.68912175,10.20582,9.0
3810,M,1.5,1.2125,0.475,38.215126,13.834556,7.41339425,11.90679,17.0
3811,M,1.5,1.1625,0.375,29.9654215,10.50348975,6.10931725,8.278054,12.0
3812,M,1.4625,1.1375,0.4,29.0582375,9.525432,7.47009325,8.788345,15.0
3813,M,1.6,1.2125,0.475,38.20095125,18.21455375,7.10154975,10.0640725,11.0
3814,M,1.425,1.1,0.4,23.85610425,9.6671795,5.48562825,6.633783,8.0
3815,M,1.0875,0.8625,0.275,13.93377925,6.293589,2.948348,3.4869885,8.0
3816,F,1.5875,1.1875,0.4,32.41765325,14.571643,6.76135575,9.298636,19.0
3817,I,1.0,0.775,0.225,8.901743,3.8271825,1.80019325,2.56562975,7.0
3818,I,0.7625,0.575,0.2,4.49339575,1.587572,0.92135875,1.417475,5.0
3819,F,1.5,1.1625,0.375,27.555714,12.587178,6.80388,7.087375,11.0
3820,M,1.475,1.1875,0.4,30.504062,12.927372,7.52679225,9.4970825,10.0
3821,F,1.4,1.1,0.35,24.47979325,11.736693,5.06038575,6.520385,9.0
3822,I,1.1,0.825,0.3,10.44679075,5.23048275,2.25378525,3.5436875,7.0
3823,M,1.425,1.0875,0.375,24.5790165,8.29222875,4.422522,7.2291225,11.0
3824,F,1.725,1.3125,0.4875,46.45065575,21.36134825,10.4042665,12.190285,12.0
3825,M,1.4,1.125,0.35,28.44872325,10.75863525,6.917278,8.6465975,13.0
3826,F,1.7375,1.35,0.5125,51.2275465,23.11901725,11.60912025,13.60776,12.0
3827,F,1.475,1.175,0.3625,26.15241375,11.4248485,6.633783,7.5126175,9.0
3828,I,0.9875,0.775,0.225,8.8166945,3.9405805,2.08368825,2.6932025,7.0
3829,M,1.4,1.1125,0.4125,25.44367625,10.47514025,5.2446575,9.922325,9.0
3830,M,1.2375,0.95,0.35,17.98775775,6.56290925,4.60679375,5.10291,12.0
3831,I,1.075,0.8,0.275,10.27669375,4.63514325,2.79242575,2.83495,10.0
3832,M,1.45,1.1125,0.3875,26.15241375,9.015141,5.5281525,7.7961125,13.0
3833,F,1.75,1.4125,0.4875,49.59745025,21.98503725,11.86426575,11.7650425,13.0
3834,M,1.325,1.0625,0.3125,20.921931,7.3425205,4.7910655,5.386405,9.0
3835,I,0.575,0.425,0.1375,1.57339725,0.5386405,0.510291,0.3685435,6.0
3836,M,1.25,0.9625,0.35,16.2749395,6.8889285,3.50116325,5.10291,10.0
3837,I,1.175,0.9125,0.35,13.664459,5.2446575,2.5231055,4.1106775,8.0
3838,M,1.3125,1.0125,0.3125,22.04173625,11.736693,4.139027,5.953395,9.0
3839,M,1.675,1.3125,0.425,38.55532,20.2131935,7.3425205,9.7805775,13.0
3840,I,1.125,0.9,0.25,13.154168,6.0951425,2.8066005,3.118445,9.0
3841,I,0.775,0.5625,0.175,3.89805625,1.37495075,0.89300925,1.13398,5.0
3842,F,1.6125,1.2875,0.3875,39.19318375,16.726205,9.128539,11.623295,13.0
3843,F,1.5625,1.225,0.425,32.205032,14.344847,8.29222875,8.9300925,8.0
3844,M,1.6375,1.2875,0.4625,41.91473575,13.9763035,7.27164675,11.90679,11.0
3845,I,1.1625,0.875,0.4375,18.75319425,5.71242425,3.515338,7.087375,16.0
3846,M,1.225,0.9625,0.325,15.37960375,7.04485075,3.27436725,3.685435,6.0
3847,I,0.6,0.45,0.1375,1.57339725,0.7654365,0.35436875,0.60951425,6.0
3848,M,1.55,1.2375,0.45,36.61337925,17.8885345,7.257472,8.9300925,10.0
3849,F,1.875,1.525,0.45,40.7382315,18.5122235,11.396499,12.8990225,11.0
3850,M,1.325,1.0,0.35,15.49300175,6.56290925,3.07592075,4.32329875,8.0
3851,M,1.55,1.2,0.375,32.02076025,15.06775925,6.93145275,8.74582075,10.0
3852,I,1.225,0.925,0.3375,14.004653,6.690482,2.96252275,4.195726,9.0
3853,M,1.4125,1.075,0.375,26.80445225,12.23280925,5.216308,8.1363065,10.0
3854,F,1.5625,1.2375,0.3875,34.6147395,15.762322,7.47009325,9.63883,11.0
3855,M,1.4,1.1,0.375,26.7902775,9.468733,5.8683465,7.087375,14.0
3856,I,0.425,0.1875,0.1,0.056699,0.0283495,0.01417475,0.1417475,6.0
3857,F,0.875,0.6625,0.2125,5.06038575,2.67902775,1.0489315,1.8427175,12.0
3858,M,1.65,1.2875,0.425,38.0733785,16.51358375,8.49067525,10.0640725,13.0
3859,M,1.6875,1.3375,0.5125,45.3592,19.220961,9.99319875,14.5999925,14.0
3860,I,0.875,0.65,0.2125,5.34388075,2.4097075,1.190679,1.70097,7.0
3861,M,1.8375,1.475,0.5625,49.668324,19.1359125,14.58581775,14.628342,11.0
3862,I,1.25,0.95,0.325,16.45688475,8.6465975,3.345241,4.35164825,7.0
3863,F,1.5125,1.175,0.425,28.7180435,11.0846545,6.59125875,8.3631025,10.0
3864,M,1.7,1.3875,0.5,45.99706375,17.57669,9.56795625,13.1825175,13.0
3865,I,1.1125,0.85,0.2875,11.94931425,5.99591925,2.87747425,3.8271825,7.0
3866,F,1.525,1.225,0.375,32.16250775,14.92601175,7.540967,8.6465975,13.0
3867,I,0.9375,0.675,0.2375,6.0951425,2.83495,1.09145575,1.984465,10.0
3868,M,1.5125,1.1875,0.375,28.91649,13.62193475,5.613201,8.788345,10.0
3869,F,1.15,0.875,0.3125,13.90542975,5.8116475,3.04757125,4.3941725,10.0
3870,M,1.2625,0.975,0.325,15.74814725,6.2652395,3.86970675,4.3941725,10.0
3871,I,0.9,0.65,0.225,6.2085405,2.6932025,1.26155275,1.984465,6.0
3872,M,1.475,1.1375,0.4,31.808139,10.1774705,6.90310325,8.3631025,14.0
3873,M,1.3375,1.1,0.3375,21.6873675,9.85145125,4.86193925,5.2446575,9.0
3874,F,1.4375,1.15,0.4875,29.426781,9.42620875,6.19436575,9.7805775,16.0
3875,F,1.525,1.1875,0.425,31.34037225,11.5382465,6.350288,10.0640725,15.0
3876,I,0.4,0.3125,0.0625,0.5953395,0.18427175,0.09922325,0.226796,4.0
3877,F,1.4,1.0625,0.4125,22.963095,9.525432,5.17378375,7.93786,12.0
3878,I,0.3875,0.275,0.075,0.43941725,0.21262125,0.0850485,0.1417475,4.0
3879,F,1.625,1.2875,0.45,38.9238635,17.08057375,7.47009325,11.32562525,11.0
3880,M,1.3625,1.075,0.375,27.08794725,9.468733,5.57067675,8.3631025,15.0
3881,I,1.5375,1.125,0.425,28.519597,11.94931425,5.20213325,8.6465975,13.0
3882,F,1.2875,0.95,0.35,19.63202875,8.60407325,4.3941725,5.2446575,10.0
3883,M,0.8875,0.6625,0.2,5.6415505,2.76407625,1.31825175,1.70097,6.0
3884,F,1.425,1.0875,0.425,27.499015,9.6104805,6.180191,10.0640725,16.0
3885,M,1.5125,1.2,0.3625,27.499015,12.85649825,6.4920355,7.654365,8.0
3886,M,1.45,1.125,0.3875,28.81726675,11.679994,6.1518415,11.90679,19.0
3887,F,1.7,1.35,0.4625,44.9906565,20.62426125,9.7238785,11.1980525,11.0
3888,I,0.8125,0.6125,0.1875,4.3941725,1.68679525,1.077281,1.70097,6.0
3889,I,1.15,0.875,0.3125,12.813974,5.4714535,2.70737725,3.8271825,10.0
3890,M,1.3125,1.025,0.325,19.1926115,7.37087,3.78465825,5.20213325,10.0
3891,I,1.225,1.0125,0.375,20.3265915,7.75358825,4.6209685,7.2291225,10.0
3892,F,1.425,1.1125,0.3375,23.24659,11.15552825,5.783298,6.520385,9.0
3893,F,1.45,1.1625,0.3875,26.80445225,11.04213025,5.25883225,7.5126175,11.0
3894,F,1.6125,1.275,0.4,34.79901125,15.03940975,7.257472,7.767763,8.0
3895,I,1.1375,0.9,0.3,14.69921575,6.13766675,3.16096925,4.1106775,8.0
3896,M,1.4125,1.125,0.375,25.0326085,11.4248485,6.3219385,6.80388,11.0
3897,I,1.2375,0.9875,0.3125,16.5844575,7.654365,3.7704835,4.6776675,8.0
3898,F,1.2125,0.8875,0.325,13.777857,5.046211,3.742134,4.3941725,11.0
3899,M,1.2,0.9375,0.3,15.09610875,6.16601625,2.82077525,4.6776675,9.0
3900,M,0.825,0.5875,0.2,4.86193925,1.85689225,0.92135875,1.70097,9.0
3901,M,1.65,1.3,0.45,39.2073585,18.10115575,8.43397625,11.056305,13.0
3902,F,1.325,1.05,0.4375,27.895908,7.47009325,4.89028875,8.9300925,17.0
3903,F,1.4875,1.125,0.4875,32.47435225,12.643877,7.8528115,10.20582,11.0
3904,F,1.575,1.225,0.475,32.04910975,13.62193475,10.70193625,8.6465975,11.0
3905,F,1.5625,1.225,0.475,33.89182725,13.1825175,7.07320025,9.1001895,11.0
3906,I,1.15,0.875,0.2875,13.04077,5.74077375,2.96252275,3.2601925,8.0
3907,M,1.55,1.2125,0.375,30.43318825,12.0485375,7.767763,8.50485,10.0
3908,F,1.55,1.2625,0.4125,35.25260325,11.056305,6.4353365,12.5021295,17.0
3909,I,0.8375,0.5875,0.1875,3.98310475,1.247378,0.94970825,1.247378,7.0
3910,M,1.55,1.225,0.4125,32.72949775,16.726205,6.78970525,6.80388,9.0
3911,M,1.3375,1.0875,0.4125,24.7491135,9.07184,5.08873525,7.7961125,15.0
3912,M,1.1875,0.8875,0.275,13.33843975,6.27941425,2.62232875,4.53592,9.0
3913,I,1.075,0.8125,0.3375,11.2547515,4.74854125,2.62232875,3.40194,9.0
3914,M,1.275,1.0,0.3125,16.76872925,8.164656,3.8838815,5.2446575,12.0
3915,M,1.6375,1.325,0.475,44.04094825,18.24290325,10.9712565,10.9145575,13.0
3916,F,1.525,1.1875,0.4125,31.581343,14.50076925,7.07320025,7.654365,9.0
3917,M,1.425,1.0875,0.425,24.13959925,10.8578585,5.68407475,6.9456275,10.0
3918,M,1.4875,1.1625,0.3875,33.962701,11.49572225,5.9250455,11.623295,16.0
3919,I,0.9,0.65,0.1875,5.06038575,2.041164,1.00640725,1.417475,6.0
3920,I,0.9875,0.7625,0.225,8.561549,3.21766825,1.587572,2.08368825,7.0
3921,M,1.35,1.05,0.325,21.659018,10.41844125,4.74854125,6.23689,9.0
3922,F,1.1875,0.9375,0.3125,16.839603,7.087375,3.6003865,4.819415,7.0
3923,M,1.3125,1.0,0.3625,16.386011,6.98815175,3.9405805,5.6699,11.0
3924,I,0.725,0.525,0.2,3.04757125,1.31825175,0.680388,0.850485,5.0
3925,F,1.2875,1.0125,0.3,23.586784,9.62465525,4.89028875,6.23689,10.0
3926,M,1.6,1.1875,0.45,31.2694985,13.380964,6.95980225,9.07184,9.0
3927,I,1.2125,0.9625,0.35,17.633389,6.860579,4.025629,5.2446575,9.0
3928,F,1.55,1.225,0.4,34.7848365,17.8885345,7.55514175,8.3631025,9.0
3929,M,1.575,1.175,0.425,31.18445,15.2803805,6.59125875,8.221355,9.0
3930,I,0.8875,0.6625,0.1875,5.3013565,2.721552,1.20485375,1.644271,6.0
3931,F,1.6625,1.2875,0.4125,37.1094955,15.35125425,8.12213175,10.9145575,10.0
3932,I,1.15,0.925,0.2875,11.7650425,4.29494925,2.3530085,4.12485225,7.0
3933,F,1.525,1.2,0.4375,31.31202275,13.67863375,7.07320025,9.7805775,11.0
3934,F,1.25,1.0125,0.3125,19.9863975,8.561549,4.09650275,5.10291,10.0
3935,I,0.875,0.65,0.2,6.123492,2.82077525,1.20485375,1.70097,6.0
3936,M,1.05,0.7875,0.3125,11.8217415,5.839997,2.84912475,3.40194,6.0
3937,F,1.5,1.1,0.3875,28.02348075,12.3320325,6.90310325,7.7961125,14.0
3938,I,1.15,0.9125,0.3,12.3320325,5.6415505,2.4664065,3.118445,8.0
3939,M,1.45,1.125,0.4,28.066005,12.06271225,6.350288,8.06543275,13.0
3940,M,1.25,0.9625,0.325,15.83319575,6.293589,3.288542,4.819415,9.0
3941,I,1.425,1.1375,0.35,22.41027975,9.695529,5.99591925,6.23689,9.0
3942,M,1.1375,0.9125,0.275,12.94154675,5.1879585,2.42388225,4.3941725,11.0
3943,M,1.5125,1.1875,0.375,30.1922175,15.025235,5.62737575,7.38504475,10.0
3944,I,1.3125,1.0,0.3125,16.51358375,6.4920355,3.7137845,6.6621325,11.0
3945,M,1.0875,0.8375,0.3375,11.55242125,4.29494925,2.438057,4.29494925,10.0
3946,I,1.175,0.925,0.3125,14.458245,5.443104,2.96252275,4.3941725,8.0
3947,M,1.7,1.325,0.475,43.3463855,19.37688325,8.57572375,7.98038425,14.0
3948,I,1.1875,0.875,0.275,12.99824575,5.499803,2.8066005,3.5436875,9.0
3949,I,0.9625,0.725,0.1625,7.9095105,3.175144,1.51669825,2.14038725,7.0
3950,F,1.6625,1.3125,0.475,42.070658,16.48523425,8.83086925,12.190285,19.0
3951,F,1.2125,0.9375,0.3125,16.839603,6.7755305,4.03980375,6.23689,9.0
3952,M,1.525,1.225,0.45,37.9032815,16.0174675,7.6260155,9.4970825,11.0
3953,M,1.1625,0.9375,0.3125,14.0330025,5.71242425,2.721552,3.96893,9.0
3954,I,0.525,0.375,0.1125,1.304077,0.35436875,0.18427175,0.2551455,5.0
3955,F,1.525,1.2125,0.475,37.71900975,14.78426425,9.865626,10.489315,19.0
3956,F,1.3625,1.05,0.4,26.1665885,10.0640725,6.5487345,7.087375,14.0
3957,F,1.2375,0.95,0.3125,15.3937785,5.96756975,2.96252275,4.252425,10.0
3958,F,1.325,1.0125,0.425,21.75824125,6.8889285,5.953395,5.953395,13.0
3959,I,0.9375,0.6875,0.25,6.10931725,2.45223175,1.77184375,2.1262125,7.0
3960,F,1.55,1.2125,0.4875,30.43318825,11.453198,6.4353365,11.056305,13.0
3961,M,1.8,1.4625,0.4625,59.6189985,27.385617,14.911837,16.08834125,11.0
3962,M,1.85,1.5125,0.5375,60.214338,35.13920525,10.56018875,16.159215,16.0
3963,I,1.3125,1.0,0.3125,18.370476,8.63242275,4.01145425,5.2446575,8.0
3964,I,0.8,0.6,0.175,4.819415,2.154562,1.00640725,1.23320325,6.0
3965,F,1.4125,1.075,0.3875,22.12678475,9.525432,4.932813,7.18659825,10.0
3966,I,1.3125,1.0,0.3,17.53416575,7.257472,3.64291075,5.6699,8.0
3967,M,1.625,1.25,0.4125,33.962701,18.83824275,6.973977,10.6310625,11.0
3968,I,1.0625,0.85,0.275,11.169703,5.91087075,2.05533875,3.5436875,6.0
3969,F,1.375,1.075,0.3375,22.963095,8.334753,5.046211,6.80388,15.0
3970,F,1.625,1.3125,0.475,42.921143,14.6566915,9.96484925,12.757275,20.0
3971,M,1.425,1.1125,0.4125,30.43318825,12.34620725,5.216308,8.3631025,10.0
3972,F,1.3125,1.0,0.35,20.96445525,7.37087,3.98310475,7.37087,10.0
3973,M,0.4375,0.325,0.1,0.793786,0.2551455,0.1417475,0.2551455,5.0
3974,I,0.95,0.675,0.2125,6.39281225,3.01922175,1.190679,1.7293195,6.0
3975,M,1.4875,1.15,0.375,24.0687255,11.623295,4.932813,7.2291225,11.0
3976,F,1.675,1.3125,0.45,44.55123925,18.32795175,10.77281,12.77144975,9.0
3977,M,1.4375,1.175,0.3875,28.5479465,13.947954,6.59125875,7.654365,12.0
3978,F,1.15,0.9375,0.3125,15.3937785,6.81805475,3.7137845,4.819415,8.0
3979,I,0.7,0.525,0.1875,3.13261975,1.26155275,0.58116475,0.850485,5.0
3980,M,1.5125,1.25,0.4375,34.6147395,13.13999325,7.767763,9.63883,12.0
3981,F,1.55,1.2125,0.4125,32.16250775,12.757275,7.3425205,9.922325,9.0
3982,I,1.2625,1.0125,0.3,18.86659225,8.3631025,4.26659975,5.2446575,12.0
3983,M,1.4625,1.1875,0.425,29.0582375,10.61688775,6.7755305,9.63883,11.0
3984,F,1.2875,1.0125,0.325,20.9502805,8.43397625,4.989512,6.3786375,10.0
3985,M,1.6875,1.275,0.4375,39.179009,18.21455375,8.83086925,10.489315,10.0
3986,F,1.5125,1.175,0.425,30.83008125,14.3164975,7.0023265,8.788345,9.0
3987,F,1.65,1.3125,0.4375,35.02580725,14.288148,7.7961125,11.90679,12.0
3988,M,1.5625,1.225,0.4,32.4601775,14.92601175,6.33611325,9.2135875,12.0
3989,I,1.1,0.85,0.2875,10.375917,4.63514325,2.5231055,3.40194,8.0
3990,M,1.6,1.325,0.475,38.42774725,18.9091165,8.3064035,10.77281,10.0
3991,M,1.15,0.9375,0.275,14.118051,6.2085405,2.45223175,5.2446575,8.0
3992,M,1.5125,1.1625,0.4625,32.375129,13.9196045,8.03708325,8.9300925,18.0
3993,M,1.45,1.125,0.325,24.36639525,11.3398,4.46504625,6.6621325,9.0
3994,M,1.3875,1.1,0.3625,25.27357925,7.98038425,4.77689075,8.50485,13.0
3995,M,1.0125,0.7625,0.225,10.19164525,4.819415,2.2963095,2.83495,7.0
3996,M,1.2125,0.975,0.375,20.071446,7.824462,4.53592,4.9611625,8.0
3997,M,1.475,1.1625,0.3375,26.26581175,11.8784405,6.19436575,7.37087,8.0
3998,M,1.4625,1.1375,0.4125,29.21415975,15.5071765,6.67630725,7.654365,9.0
3999,F,1.65,1.2625,0.4875,40.66735775,14.17475,10.24834425,12.3887315,11.0
4000,M,1.3,1.025,0.3375,17.463292,7.3992195,3.50116325,5.953395,12.0
4001,I,0.475,0.325,0.1,0.75126175,0.2551455,0.1417475,0.2551455,4.0
4002,F,1.25,0.95,0.2875,15.6205745,7.04485075,2.9199985,4.55009475,8.0
4003,M,1.4,1.1125,0.4,29.1716355,15.94659375,6.67630725,7.087375,9.0
4004,I,1.125,0.8375,0.25,12.7856245,5.40057975,2.56562975,3.118445,8.0
4005,F,1.625,1.25,0.4125,37.57726225,15.025235,9.4970825,11.623295,12.0
4006,F,1.3625,1.125,0.4375,27.78251,8.34892775,5.5281525,9.07184,13.0
4007,I,0.9,0.675,0.2375,6.98815175,3.118445,1.23320325,1.8427175,9.0
4008,F,1.6875,1.4125,0.4625,49.17220775,16.96717575,8.901743,17.860185,14.0
4009,I,0.4,0.3,0.0875,0.5953395,0.21262125,0.12757275,0.21262125,4.0
4010,I,0.8125,0.6,0.2,4.706017,2.0128145,0.9355335,1.587572,7.0
4011,F,1.5625,1.25,0.4,30.0221205,11.226402,7.49844275,9.07184,14.0
4012,M,1.4375,1.1125,0.3875,27.839209,11.8784405,5.046211,8.0796075,11.0
4013,M,1.1625,0.875,0.3,13.8062065,5.74077375,2.48058125,3.61456125,10.0
4014,F,1.55,1.2625,0.4125,29.029888,11.49572225,7.3992195,10.0640725,11.0
4015,M,1.625,1.25,0.4,33.8776525,14.27397325,7.27164675,9.4970825,10.0
4016,M,1.3875,1.0625,0.4125,24.47979325,10.58853825,4.89028875,7.37087,10.0
4017,M,1.55,1.1375,0.375,33.26813825,14.18892475,6.19436575,8.0796075,9.0
4018,F,1.6125,1.275,0.475,34.58639,14.47241975,9.6104805,9.922325,13.0
4019,F,1.5125,1.1375,0.45,30.40483875,14.92601175,7.49844275,8.50485,9.0
4020,M,1.6,1.2,0.4125,35.50774875,17.519991,8.5331995,8.6465975,13.0
4021,I,0.925,0.7,0.2,5.20213325,2.211261,1.43164975,1.8427175,7.0
4022,F,1.65,1.3,0.4375,36.85435,17.293195,8.60407325,9.79475225,9.0
4023,I,1.2625,0.9875,0.2625,15.762322,7.04485075,2.87747425,4.40834725,9.0
4024,M,1.525,1.2375,0.45,36.18813675,15.46465225,7.86698625,10.0640725,11.0
4025,F,1.5125,1.1875,0.4375,32.375129,13.33843975,8.0229085,9.922325,11.0
4026,I,0.9125,0.675,0.2375,6.30776375,3.345241,1.2757275,1.97029025,7.0
4027,F,1.4875,1.1625,0.425,35.210079,11.453198,8.77417025,11.056305,14.0
4028,F,1.25,0.95,0.3,16.2442635,7.72523875,3.288542,4.5642695,8.0
4029,I,0.8375,0.55,0.2,3.685435,1.474174,0.83631025,0.9922325,6.0
4030,M,1.5,1.125,0.3875,26.23746225,12.8990225,6.010094,7.087375,10.0
4031,F,1.525,1.1875,0.4125,30.5891105,11.453198,6.7755305,9.82310175,11.0
4032,I,0.9375,0.6875,0.225,6.30776375,3.005047,1.1623295,2.26796,7.0
4033,I,1.1875,0.925,0.2875,14.7700895,6.2652395,3.4869885,3.9972795,7.0
4034,M,1.6,1.25,0.425,40.66735775,18.5122235,8.83086925,11.7650425,9.0
4035,I,0.875,0.65,0.2,5.5848515,2.26796,1.43164975,1.984465,8.0
4036,M,1.625,1.25,0.4125,37.40716525,17.17562225,8.88756825,9.7805775,9.0
4037,I,0.825,0.55,0.2125,3.7704835,1.60174675,0.907184,1.190679,5.0
4038,I,1.1,0.8625,0.275,11.5949455,5.1312595,2.608154,3.84135725,10.0
4039,I,1.025,0.7625,0.25,9.28446125,4.43669675,1.9561155,2.551455,6.0
4040,M,0.8375,0.625,0.2,5.6982495,2.211261,1.54504775,1.984465,5.0
4041,M,1.15,0.8875,0.275,11.60912025,4.9611625,2.608154,3.685435,9.0
4042,F,1.5375,1.2125,0.425,31.70891575,13.62193475,6.690482,9.922325,10.0
4043,F,1.25,0.975,0.35,18.10115575,7.55514175,4.63514325,5.6699,8.0
4044,M,1.45,1.125,0.3625,24.70658925,12.587178,5.59902625,6.0951425,10.0
4045,F,1.325,1.0375,0.375,21.1203775,9.87980075,4.89028875,6.80388,10.0
4046,F,1.325,1.0375,0.4125,22.169309,8.7599955,4.762716,9.07184,16.0
4047,F,1.6375,1.275,0.4875,47.86813075,20.68096025,8.6465975,12.0485375,12.0
4048,M,1.4875,1.1375,0.375,24.38057,10.67358675,4.8477645,6.23689,10.0
4049,I,1.1,0.8375,0.35,11.18387775,4.66349275,2.5798045,3.8271825,8.0
4050,I,1.025,0.7875,0.2625,9.922325,4.52174525,2.25378525,2.6932025,7.0
4051,F,1.2875,0.975,0.3125,19.57532975,9.73805325,4.01145425,4.9611625,7.0
4052,F,1.375,1.05,0.3375,22.4244545,9.87980075,4.3374735,6.23689,10.0
4053,M,1.3875,1.0875,0.3875,26.988724,12.74310025,5.499803,7.087375,10.0
4054,I,1.1875,0.9375,0.3125,15.762322,6.76135575,2.721552,4.252425,8.0
4055,M,1.3,1.025,0.4,17.916884,7.10154975,4.63514325,5.5281525,8.0
4056,F,1.5,1.1625,0.35,24.76328825,11.94931425,5.99591925,6.4353365,10.0
4057,F,1.4625,1.15,0.375,29.937072,10.33339275,7.087375,7.767763,11.0
4058,I,1.025,0.75,0.25,7.98038425,3.572037,1.48834875,2.551455,14.0
4059,I,0.95,0.675,0.225,6.066793,3.345241,1.17650425,1.984465,5.0
4060,F,1.4375,1.15,0.425,30.0221205,14.288148,6.8322295,7.7961125,9.0
4061,F,1.475,1.175,0.375,32.16250775,14.9763035,7.93786,7.93786,10.0
4062,M,1.25,1.0,0.3625,28.066005,12.26115875,5.2446575,7.427569,9.0
4063,F,1.375,1.0375,0.3625,23.09066775,9.62465525,4.422522,7.5126175,9.0
4064,M,1.125,0.8375,0.275,12.6722265,5.6982495,2.5231055,3.288542,9.0
4065,F,1.4375,1.125,0.375,25.27357925,9.7805775,5.0178615,8.0796075,16.0
4066,M,1.1875,0.925,0.3125,15.43630275,7.9095105,3.84135725,4.3941725,9.0
4067,I,0.9,0.675,0.225,5.3580555,1.8427175,1.0489315,1.7860185,8.0
4068,M,1.375,1.05,0.3375,22.66542525,10.149121,5.386405,6.520385,8.0
4069,M,1.575,1.25,0.4375,33.5941575,13.437663,5.88252125,12.0485375,16.0
4070,I,0.7875,0.625,0.1375,5.23048275,2.16873675,1.00640725,1.2757275,7.0
4071,I,0.7875,0.5875,0.225,5.386405,2.381358,1.13398,1.65844575,6.0
4072,M,1.5,1.1625,0.375,34.74231225,16.25843825,7.314171,7.5126175,10.0
4073,F,1.1625,0.875,0.3,13.1258185,4.932813,3.8271825,4.3941725,9.0
4074,I,1.375,1.0625,0.325,21.72989175,8.34892775,5.71242425,6.19436575,9.0
4075,F,1.45,1.125,0.4125,27.22969475,11.18387775,5.40057975,7.654365,16.0
4076,I,1.15,0.9125,0.35,15.83319575,7.49844275,3.061746,4.43669675,9.0
4077,M,1.5375,1.225,0.425,32.72949775,13.2959155,6.56290925,8.0796075,13.0
4078,M,1.1125,0.8375,0.2625,12.60135275,6.3786375,3.13261975,3.40194,8.0
4079,I,0.95,0.6875,0.2125,7.72523875,3.2601925,1.85689225,2.4097075,6.0
4080,I,0.9375,0.7125,0.225,7.58349125,3.35941575,1.6159215,1.984465,8.0
4081,M,1.4375,1.1,0.325,28.803092,19.731252,5.5848515,5.6982495,8.0
4082,I,0.775,0.5625,0.225,7.58349125,3.13261975,0.9355335,1.2757275,6.0
4083,I,1.3625,1.05,0.35,21.87163925,9.6671795,4.20990075,6.23689,10.0
4084,I,1.0375,0.7875,0.275,10.27669375,4.9611625,2.6932025,2.96252275,8.0
4085,I,0.725,0.525,0.2,3.515338,1.5025235,0.75126175,1.360776,6.0
4086,F,1.3,1.0125,0.35,20.41164,7.2291225,5.25883225,5.839997,9.0
4087,M,1.3125,0.9625,0.3375,16.68368075,6.4353365,3.35941575,5.6699,8.0
4088,I,0.7375,0.525,0.15,3.005047,1.1056305,0.52446575,0.9355335,5.0
4089,F,1.3375,1.025,0.4125,20.93610575,8.8733935,4.86193925,6.80388,9.0
4090,I,1.5125,1.125,0.35,22.736299,10.9145575,4.2240755,6.520385,8.0
4091,F,1.65,1.3125,0.45,43.02036625,19.6462035,8.85921875,11.7650425,12.0
4092,M,1.5625,1.2125,0.4375,35.59279725,17.690088,8.29222875,9.07184,12.0
4093,I,1.2375,0.9,0.35,16.40018575,8.15048125,3.84135725,4.3941725,8.0
4094,F,1.575,1.2875,0.3875,32.034935,14.911837,8.37727725,8.6465975,9.0
4095,I,0.6,0.4125,0.1625,1.80019325,0.80796075,0.396893,0.56699,4.0
4096,I,1.175,0.925,0.3375,15.71979775,6.50621025,3.78465825,4.3941725,8.0
4097,F,1.4125,1.1,0.3125,24.1821235,11.43902325,4.4508715,7.37087,12.0
4098,I,1.25,0.9625,0.3875,18.6823205,7.654365,4.8477645,6.0951425,10.0
4099,M,1.1375,0.8875,0.2625,12.47378,4.762716,2.65067825,3.118445,7.0
4100,M,0.95,0.75,0.2875,7.1157245,3.01922175,1.13398,2.1262125,7.0
4101,I,0.4,0.275,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,6.0
4102,M,1.625,1.3125,0.475,38.9805625,17.08057375,9.36950975,10.6310625,8.0
4103,M,1.6375,1.3125,0.425,41.95726,18.9091165,8.83086925,11.3398,11.0
4104,F,1.2375,0.8875,0.3125,14.81261375,6.76135575,3.50116325,4.1106775,7.0
4105,I,1.1875,0.925,0.2875,11.169703,5.57067675,2.8066005,3.118445,7.0
4106,F,1.7375,1.375,0.475,53.4388075,20.0430965,11.623295,12.54465375,14.0
4107,F,1.6625,1.2625,0.3875,36.2023115,14.2030995,7.24329725,11.1980525,13.0
4108,M,1.6375,1.275,0.3875,38.9805625,16.82542825,8.20718025,10.30504325,10.0
4109,F,1.225,0.9375,0.325,16.91047675,5.4147545,3.2034935,5.10291,10.0
4110,F,1.45,1.1,0.35,26.23746225,12.0485375,5.57067675,6.6621325,10.0
4111,F,1.3125,1.0125,0.3375,20.3265915,7.24329725,4.09650275,6.0951425,11.0
4112,F,1.6,1.2625,0.475,41.8722115,18.89494175,8.83086925,11.1980525,10.0
4113,F,1.1875,0.9375,0.3125,14.458245,6.066793,3.64291075,4.1106775,7.0
